,checking account,duration in month,credit history,credit purpose,credit amount,savings account,employment since..,installment rate,status : sex,other debtors / guarantors,residence since,property,relationship : age,other installment plans,housing,existing credits,job,people to provide maintenance for,telephone,foreign worker,goodness
767,negative,39,fully paid,furniture,4933,unknown/no savings account,4 <= x < 7y,25 <= x < 35,male : married/widowed,guarantor,1y <= x < 4y,unknown / no property,25,none,rent,2 to 3,skilled employee/official,0 to 2,no,no,bad
768,x >= 200,18,fully paid,other,1530,unknown/no savings account,1<= x < 4y,20 <= x < 25,male : married/widowed,none,1y <= x < 4y,car or other,32,bank,rent,2 to 3,skilled employee/official,0 to 2,no,no,bad
769,negative,9,critical,other,1437,x < 100 DM,4 <= x < 7y,25 <= x < 35,male : married/widowed,none,4y <= x < 7y,real estate,29,none,rent,1,skilled employee/official,0 to 2,no,no,bad
770,none,15,none/duly paid,radio/television,1275,1000 <= x,1<= x < 4y,x < 20,female: non-single or male: single,none,1y <= x < 4y,building soc. savings agr./life insurance,24,none,for free,1,skilled employee/official,0 to 2,no,no,bad
771,none,24,none/duly paid,furniture,1823,unknown/no savings account,unemployed,x < 20,male : married/widowed,none,1y <= x < 4y,building soc. savings agr./life insurance,30,stores,rent,1,manager/self-empl./highly qualif,3 or more,no,no,bad
772,none,9,none/duly paid,other,1422,unknown/no savings account, x < 1y,20 <= x < 25,male : married/widowed,none,1y <= x < 4y,real estate,27,none,own,1,manager/self-empl./highly qualif,0 to 2,yes,no,bad
773,none,18,none/duly paid,radio/television,1217,unknown/no savings account,1<= x < 4y,x < 20,female : single,none,4y <= x < 7y,unknown / no property,47,none,rent,1,unskilled - resident,0 to 2,yes,no,bad
774,none,36,none/duly paid,other,9271,unknown/no savings account,4 <= x < 7y,25 <= x < 35,male : married/widowed,none, x < 1y,building soc. savings agr./life insurance,24,none,rent,1,skilled employee/official,0 to 2,yes,no,bad
775,none,36,duly paid till now,retraining,2145,unknown/no savings account,4 <= x < 7y,25 <= x < 35,male : married/widowed,none, x < 1y,building soc. savings agr./life insurance,24,none,rent,2 to 3,skilled employee/official,0 to 2,yes,no,bad
776,none,36,none/duly paid,other,1842,unknown/no savings account, x < 1y,x < 20,female: non-single or male: single,none,x >= 7y,building soc. savings agr./life insurance,34,none,rent,1,skilled employee/official,0 to 2,yes,no,bad
777,negative,18,duly paid till now,car (used),4297,unknown/no savings account,7y <= y,x < 20,male : divorced/separated,none,4y <= x < 7y,real estate,40,none,rent,1,manager/self-empl./highly qualif,0 to 2,yes,no,bad
778,none,6,fully paid,car (used),3384,unknown/no savings account,1<= x < 4y,x >= 35,male : divorced/separated,none,x >= 7y,unknown / no property,44,none,for free,1,manager/self-empl./highly qualif,0 to 2,yes,no,bad
779,negative,18,fully paid,furniture,1245,unknown/no savings account,1<= x < 4y,x < 20,female : single,none,1y <= x < 4y,building soc. savings agr./life insurance,33,none,rent,1,skilled employee/official,0 to 2,no,no,bad
780,x >= 200,15,none/duly paid,repairs,4623,x < 100 DM,1<= x < 4y,20 <= x < 25,male : married/widowed,none,1y <= x < 4y,car or other,40,none,rent,1,manager/self-empl./highly qualif,0 to 2,yes,no,bad
781,negative,30,fully paid,car (used),8386,unknown/no savings account,4 <= x < 7y,25 <= x < 35,male : married/widowed,none,1y <= x < 4y,car or other,49,none,rent,1,skilled employee/official,0 to 2,no,no,bad
782,none,24,duly paid till now,furniture,1024,unknown/no savings account, x < 1y,x < 20,female : single,none,x >= 7y,unknown / no property,48,stores,rent,1,skilled employee/official,0 to 2,no,no,bad
783,negative,36,none/duly paid,other,14318,unknown/no savings account,7y <= y,x < 20,male : married/widowed,none,1y <= x < 4y,real estate,57,none,own,1,manager/self-empl./highly qualif,0 to 2,yes,no,bad
784,negative,6,critical,repairs,433,500 <= x < 1000, x < 1y,x < 20,female: non-single or male: single,none,1y <= x < 4y,car or other,24,bank,for free,1,skilled employee/official,3 or more,no,no,bad
785,none,12,critical,furniture,2149,unknown/no savings account,1<= x < 4y,x < 20,male : divorced/separated,none, x < 1y,real estate,29,none,own,1,skilled employee/official,0 to 2,no,no,bad
786,x >= 200,24,none/duly paid,furniture,2397,100 <= x < 500,7y <= y,20 <= x < 25,male : married/widowed,none,1y <= x < 4y,building soc. savings agr./life insurance,35,bank,rent,2 to 3,skilled employee/official,0 to 2,yes,no,bad
787,negative,6,critical,other,931,x < 100 DM, x < 1y,x >= 35,female: non-single or male: single,none, x < 1y,car or other,32,stores,rent,1,unskilled - resident,0 to 2,no,no,bad
788,negative,15,duly paid till now,domestic appliances,1512,500 <= x < 1000,1<= x < 4y,20 <= x < 25,female : single,none,4y <= x < 7y,car or other,61,stores,rent,2 to 3,skilled employee/official,0 to 2,no,no,bad
789,negative,24,delayed,retraining,4241,unknown/no savings account,1<= x < 4y,x >= 35,male : married/widowed,none,x >= 7y,unknown / no property,36,none,rent,4 to 5,unskilled - resident,0 to 2,yes,no,bad
790,negative,24,fully paid,car (used),4736,unknown/no savings account, x < 1y,25 <= x < 35,female: non-single or male: single,none,x >= 7y,building soc. savings agr./life insurance,25,bank,rent,1,unskilled - resident,0 to 2,no,no,bad
791,negative,15,delayed,other,1778,unknown/no savings account, x < 1y,25 <= x < 35,female: non-single or male: single,none, x < 1y,unknown / no property,26,none,for free,2 to 3,unemployed/unskilled - non-resident,0 to 2,no,no,bad
792,0 <= x <= 200,15,none/duly paid,furniture,2327,unknown/no savings account, x < 1y,25 <= x < 35,female: non-single or male: single,none,4y <= x < 7y,unknown / no property,25,none,rent,1,unskilled - resident,0 to 2,no,no,bad
793,none,24,critical,car (used),6872,unknown/no savings account, x < 1y,25 <= x < 35,male : divorced/separated,none, x < 1y,car or other,55,bank,rent,1,skilled employee/official,0 to 2,yes,no,bad
794,none,12,none/duly paid,repairs,795,unknown/no savings account, x < 1y,x < 20,female: non-single or male: single,none,x >= 7y,car or other,53,none,rent,1,skilled employee/official,0 to 2,no,no,bad
795,0 <= x <= 200,30,duly paid till now,retraining,1908,unknown/no savings account,7y <= y,x < 20,male : married/widowed,none,x >= 7y,unknown / no property,66,none,rent,1,manager/self-empl./highly qualif,0 to 2,yes,no,bad
796,negative,36,delayed,retraining,1953,unknown/no savings account,7y <= y,x < 20,male : married/widowed,none,x >= 7y,real estate,61,none,own,1,manager/self-empl./highly qualif,0 to 2,yes,no,bad
797,0 <= x <= 200,18,none/duly paid,car (used),2864,unknown/no savings account,1<= x < 4y,25 <= x < 35,male : married/widowed,none, x < 1y,unknown / no property,34,none,rent,1,unskilled - resident,3 or more,no,no,bad
798,0 <= x <= 200,21,fully paid,repairs,2319,unknown/no savings account, x < 1y,25 <= x < 35,male : divorced/separated,none, x < 1y,building soc. savings agr./life insurance,33,none,for free,1,skilled employee/official,0 to 2,no,no,bad
799,none,24,none/duly paid,other,915,1000 <= x,7y <= y,x < 20,female: non-single or male: single,none,1y <= x < 4y,building soc. savings agr./life insurance,29,bank,rent,1,skilled employee/official,0 to 2,no,no,bad
800,0 <= x <= 200,24,none/duly paid,other,947,unknown/no savings account,4 <= x < 7y,x < 20,male : married/widowed,none,4y <= x < 7y,real estate,38,bank,own,1,skilled employee/official,3 or more,no,no,bad
801,none,24,none/duly paid,other,1381,1000 <= x,1<= x < 4y,x < 20,female: non-single or male: single,none,1y <= x < 4y,car or other,35,none,rent,1,skilled employee/official,0 to 2,no,no,bad
802,none,24,none/duly paid,other,1285,1000 <= x,4 <= x < 7y,x < 20,female: non-single or male: single,none,x >= 7y,real estate,32,none,for free,1,skilled employee/official,0 to 2,no,no,bad
803,none,24,none/duly paid,other,1371,1000 <= x,1<= x < 4y,x < 20,female: non-single or male: single,none,x >= 7y,unknown / no property,25,none,for free,1,skilled employee/official,0 to 2,no,no,bad
804,negative,18,none/duly paid,other,1042,1000 <= x,1<= x < 4y,x < 20,female: non-single or male: single,none,1y <= x < 4y,car or other,33,none,rent,1,skilled employee/official,0 to 2,no,no,bad
805,none,12,none/duly paid,other,900,1000 <= x,1<= x < 4y,x < 20,female : single,none,1y <= x < 4y,building soc. savings agr./life insurance,23,none,rent,1,skilled employee/official,0 to 2,no,no,bad
806,none,24,none/duly paid,other,1207,unknown/no savings account, x < 1y,x < 20,female: non-single or male: single,none,x >= 7y,car or other,24,none,for free,1,skilled employee/official,0 to 2,no,no,bad
807,negative,18,delayed,other,2278,x < 100 DM, x < 1y,20 <= x < 25,female: non-single or male: single,none,4y <= x < 7y,building soc. savings agr./life insurance,28,none,rent,2 to 3,skilled employee/official,0 to 2,no,no,bad
808,none,60,duly paid till now,retraining,6836,unknown/no savings account,7y <= y,20 <= x < 25,male : married/widowed,none,x >= 7y,real estate,63,none,rent,2 to 3,skilled employee/official,0 to 2,yes,no,bad
809,none,24,none/duly paid,car (used),3345,unknown/no savings account,7y <= y,x < 20,male : married/widowed,none,1y <= x < 4y,car or other,39,none,for free,1,manager/self-empl./highly qualif,0 to 2,yes,no,bad
810,none,6,critical,repairs,1198,unknown/no savings account,7y <= y,x < 20,female: non-single or male: single,none,x >= 7y,real estate,35,none,own,1,skilled employee/official,0 to 2,no,no,bad
811,negative,48,none/duly paid,retraining,15672,unknown/no savings account,1<= x < 4y,25 <= x < 35,male : married/widowed,none,1y <= x < 4y,building soc. savings agr./life insurance,23,none,rent,1,skilled employee/official,0 to 2,yes,no,bad
812,none,60,none/duly paid,retraining,7297,unknown/no savings account,7y <= y,x < 20,male : married/widowed,co-applicant,x >= 7y,real estate,36,none,for free,1,skilled employee/official,0 to 2,no,no,bad
813,x >= 200,18,none/duly paid,domestic appliances,1943,unknown/no savings account, x < 1y,x < 20,female: non-single or male: single,none,x >= 7y,unknown / no property,23,none,rent,1,skilled employee/official,0 to 2,no,no,bad
814,none,18,none/duly paid,furniture,3190,unknown/no savings account,1<= x < 4y,25 <= x < 35,female: non-single or male: single,none,1y <= x < 4y,unknown / no property,24,none,rent,1,skilled employee/official,0 to 2,no,no,bad
815,negative,9,critical,car (new),5129,unknown/no savings account,7y <= y,25 <= x < 35,female: non-single or male: single,none,x >= 7y,real estate,74,bank,own,1,manager/self-empl./highly qualif,3 or more,yes,no,bad
816,x >= 200,18,duly paid till now,car (used),1808,unknown/no savings account,4 <= x < 7y,x < 20,female: non-single or male: single,none, x < 1y,unknown / no property,22,none,rent,1,skilled employee/official,0 to 2,no,no,bad
817,0 <= x <= 200,10,none/duly paid,other,1240,x < 100 DM,7y <= y,x >= 35,female: non-single or male: single,none,x >= 7y,real estate,48,none,own,1,unskilled - resident,3 or more,no,no,bad
818,none,12,none/duly paid,other,759,unknown/no savings account,4 <= x < 7y,x < 20,male : married/widowed,none,1y <= x < 4y,unknown / no property,26,none,rent,1,skilled employee/official,0 to 2,no,no,bad
819,negative,8,none/duly paid,car (used),1237,unknown/no savings account,1<= x < 4y,20 <= x < 25,female: non-single or male: single,none,x >= 7y,unknown / no property,24,none,rent,1,skilled employee/official,0 to 2,no,no,bad
820,x >= 200,9,none/duly paid,car (used),1980,unknown/no savings account, x < 1y,25 <= x < 35,female: non-single or male: single,co-applicant,1y <= x < 4y,building soc. savings agr./life insurance,19,none,for free,2 to 3,skilled employee/official,0 to 2,no,no,bad
821,negative,48,none/duly paid,furniture,10961,500 <= x < 1000,4 <= x < 7y,x >= 35,male : married/widowed,co-applicant,1y <= x < 4y,real estate,27,bank,rent,2 to 3,skilled employee/official,0 to 2,yes,no,bad
822,none,36,duly paid till now,repairs,6887,unknown/no savings account,1<= x < 4y,x < 20,male : married/widowed,none,4y <= x < 7y,car or other,29,stores,rent,1,skilled employee/official,0 to 2,yes,no,bad
823,none,24,none/duly paid,furniture,1938,unknown/no savings account, x < 1y,x < 20,male : divorced/separated,none,4y <= x < 7y,car or other,32,none,rent,1,skilled employee/official,0 to 2,no,no,bad
824,none,21,none/duly paid,furniture,1835,unknown/no savings account,1<= x < 4y,20 <= x < 25,female: non-single or male: single,none,1y <= x < 4y,unknown / no property,25,none,rent,2 to 3,skilled employee/official,0 to 2,yes,no,bad
825,none,24,duly paid till now,furniture,1659,unknown/no savings account, x < 1y,x < 20,female: non-single or male: single,none,1y <= x < 4y,building soc. savings agr./life insurance,29,none,for free,1,unskilled - resident,0 to 2,yes,no,bad
826,negative,6,duly paid till now,other,1209,unknown/no savings account,unemployed,x < 20,male : married/widowed,none,x >= 7y,car or other,47,none,rent,1,manager/self-empl./highly qualif,0 to 2,yes,no,bad
827,negative,48,delayed,retraining,3844,x < 100 DM,4 <= x < 7y,x < 20,male : married/widowed,none,x >= 7y,real estate,34,none,own,1,unskilled - resident,3 or more,no,no,bad
828,none,12,fully paid,other,4843,unknown/no savings account,7y <= y,20 <= x < 25,male : married/widowed,co-applicant,x >= 7y,car or other,43,none,for free,2 to 3,skilled employee/official,0 to 2,yes,no,bad
829,negative,12,none/duly paid,domestic appliances,639,unknown/no savings account,1<= x < 4y,x < 20,male : married/widowed,none,1y <= x < 4y,building soc. savings agr./life insurance,30,none,rent,1,skilled employee/official,0 to 2,no,no,bad
830,negative,48,none/duly paid,furniture,5951,unknown/no savings account,1<= x < 4y,25 <= x < 35,female: non-single or male: single,none,1y <= x < 4y,unknown / no property,22,none,rent,1,skilled employee/official,0 to 2,no,no,bad
831,negative,36,delayed,furniture,3804,unknown/no savings account,1<= x < 4y,x < 20,female: non-single or male: single,none, x < 1y,building soc. savings agr./life insurance,42,none,rent,1,skilled employee/official,0 to 2,yes,no,bad
832,x >= 200,36,duly paid till now,furniture,4463,unknown/no savings account,1<= x < 4y,x < 20,male : married/widowed,none,1y <= x < 4y,building soc. savings agr./life insurance,26,none,rent,2 to 3,manager/self-empl./highly qualif,0 to 2,yes,no,bad
833,x >= 200,36,duly paid till now,retraining,7980,1000 <= x, x < 1y,x < 20,male : married/widowed,none,x >= 7y,building soc. savings agr./life insurance,27,none,for free,2 to 3,skilled employee/official,0 to 2,yes,no,bad
834,0 <= x <= 200,36,none/duly paid,furniture,4210,unknown/no savings account,1<= x < 4y,x < 20,male : married/widowed,none,1y <= x < 4y,building soc. savings agr./life insurance,26,none,rent,1,skilled employee/official,0 to 2,no,no,bad
835,x >= 200,6,none/duly paid,car (used),4611,unknown/no savings account, x < 1y,x >= 35,female: non-single or male: single,none,x >= 7y,car or other,32,none,rent,1,skilled employee/official,0 to 2,no,no,bad
836,negative,24,none/duly paid,car (new),11560,unknown/no savings account,1<= x < 4y,x >= 35,female: non-single or male: single,none,x >= 7y,building soc. savings agr./life insurance,23,none,for free,2 to 3,manager/self-empl./highly qualif,0 to 2,no,no,bad
837,x >= 200,18,delayed,retraining,4165,unknown/no savings account,1<= x < 4y,25 <= x < 35,male : married/widowed,none,1y <= x < 4y,building soc. savings agr./life insurance,36,stores,rent,2 to 3,skilled employee/official,3 or more,no,no,bad
838,negative,24,none/duly paid,car (used),4057,unknown/no savings account,4 <= x < 7y,20 <= x < 25,male : divorced/separated,none,4y <= x < 7y,building soc. savings agr./life insurance,43,none,rent,1,skilled employee/official,0 to 2,yes,no,bad
839,x >= 200,18,critical,other,6458,unknown/no savings account,7y <= y,25 <= x < 35,male : married/widowed,none,x >= 7y,real estate,39,bank,rent,2 to 3,manager/self-empl./highly qualif,3 or more,yes,no,bad
840,x >= 200,12,none/duly paid,other,1386,100 <= x < 500,1<= x < 4y,25 <= x < 35,female: non-single or male: single,none,1y <= x < 4y,car or other,26,none,rent,1,skilled employee/official,0 to 2,no,no,bad
841,none,36,none/duly paid,repairs,1977,1000 <= x,7y <= y,x < 20,male : married/widowed,none,x >= 7y,real estate,40,none,rent,1,manager/self-empl./highly qualif,0 to 2,yes,no,bad
842,negative,18,fully paid,car (used),1928,unknown/no savings account, x < 1y,25 <= x < 35,male : married/widowed,none,1y <= x < 4y,unknown / no property,31,none,rent,2 to 3,unskilled - resident,0 to 2,no,no,bad
843,x >= 200,12,none/duly paid,car (used),1123,100 <= x < 500,1<= x < 4y,x < 20,female: non-single or male: single,none,x >= 7y,building soc. savings agr./life insurance,29,none,for free,1,unskilled - resident,0 to 2,no,no,bad
844,negative,24,none/duly paid,business,11328,unknown/no savings account,1<= x < 4y,25 <= x < 35,male : married/widowed,co-applicant,4y <= x < 7y,building soc. savings agr./life insurance,29,bank,rent,2 to 3,manager/self-empl./highly qualif,0 to 2,yes,no,bad
845,negative,24,fully paid,business,11938,unknown/no savings account,1<= x < 4y,25 <= x < 35,male : married/widowed,co-applicant,4y <= x < 7y,building soc. savings agr./life insurance,39,none,rent,2 to 3,manager/self-empl./highly qualif,3 or more,yes,no,bad
846,negative,27,fully paid,furniture,2520,100 <= x < 500,1<= x < 4y,x < 20,male : married/widowed,none,1y <= x < 4y,car or other,23,none,rent,2 to 3,unskilled - resident,0 to 2,no,no,bad
847,negative,30,duly paid till now,furniture,1919,x < 100 DM, x < 1y,x < 20,male : married/widowed,none,4y <= x < 7y,real estate,30,stores,rent,2 to 3,manager/self-empl./highly qualif,0 to 2,no,no,bad
848,negative,60,critical,business,14782,x < 100 DM,7y <= y,20 <= x < 25,female: non-single or male: single,none,x >= 7y,real estate,60,bank,own,2 to 3,manager/self-empl./highly qualif,0 to 2,yes,no,bad
849,negative,36,none/duly paid,furniture,2671,x < 100 DM,1<= x < 4y,x < 20,female: non-single or male: single,co-applicant,x >= 7y,real estate,50,none,own,1,skilled employee/official,0 to 2,no,no,bad
850,negative,36,none/duly paid,repairs,12612,x < 100 DM,1<= x < 4y,x >= 35,male : married/widowed,none,x >= 7y,real estate,47,none,own,1,skilled employee/official,3 or more,yes,no,bad
851,negative,45,none/duly paid,furniture,3031,x < 100 DM,1<= x < 4y,x < 20,male : married/widowed,guarantor,x >= 7y,car or other,21,none,for free,1,skilled employee/official,0 to 2,no,no,bad
852,none,12,critical,furniture,626,unknown/no savings account,1<= x < 4y,x < 20,female: non-single or male: single,none,x >= 7y,unknown / no property,24,bank,rent,1,unskilled - resident,0 to 2,no,no,bad
853,negative,24,fully paid,retraining,1935,unknown/no savings account,7y <= y,x < 20,male : divorced/separated,none,x >= 7y,unknown / no property,31,none,rent,2 to 3,skilled employee/official,0 to 2,yes,no,bad
854,0 <= x <= 200,24,fully paid,other,1344,1000 <= x,4 <= x < 7y,x < 20,male : married/widowed,none,1y <= x < 4y,unknown / no property,37,bank,rent,2 to 3,unskilled - resident,3 or more,no,no,bad
855,x >= 200,18,none/duly paid,car (used),1533,unknown/no savings account, x < 1y,x < 20,female : single,co-applicant, x < 1y,car or other,43,none,rent,1,unskilled - resident,3 or more,no,no,bad
856,none,48,none/duly paid,other,3931,unknown/no savings account,4 <= x < 7y,x < 20,male : married/widowed,none,x >= 7y,real estate,46,none,own,1,skilled employee/official,3 or more,no,no,bad
857,none,24,critical,car (used),3349,100 <= x < 500, x < 1y,x < 20,male : married/widowed,none,x >= 7y,real estate,30,none,own,1,skilled employee/official,3 or more,yes,no,bad
858,none,36,none/duly paid,furniture,2302,unknown/no savings account,1<= x < 4y,x < 20,male : divorced/separated,none,x >= 7y,building soc. savings agr./life insurance,31,none,for free,1,skilled employee/official,0 to 2,no,no,bad
859,none,42,none/duly paid,furniture,3965,unknown/no savings account, x < 1y,x < 20,male : married/widowed,none,4y <= x < 7y,building soc. savings agr./life insurance,34,none,rent,1,skilled employee/official,0 to 2,no,no,bad
860,none,12,none/duly paid,furniture,727,x < 100 DM, x < 1y,x < 20,female : single,none,4y <= x < 7y,real estate,33,none,rent,1,unskilled - resident,0 to 2,yes,no,bad
861,x >= 200,48,none/duly paid,retraining,3914,1000 <= x,1<= x < 4y,x < 20,male : divorced/separated,none,1y <= x < 4y,unknown / no property,38,bank,rent,1,skilled employee/official,0 to 2,no,no,bad
862,none,48,none/duly paid,retraining,4308,unknown/no savings account, x < 1y,20 <= x < 25,female: non-single or male: single,none,x >= 7y,car or other,24,none,for free,1,skilled employee/official,0 to 2,no,no,bad
863,negative,12,none/duly paid,furniture,1534,unknown/no savings account, x < 1y,x >= 35,female : single,none, x < 1y,unknown / no property,23,none,for free,1,skilled employee/official,0 to 2,no,no,bad
864,x >= 200,18,fully paid,other,2775,unknown/no savings account,4 <= x < 7y,25 <= x < 35,male : married/widowed,none,1y <= x < 4y,car or other,31,bank,rent,2 to 3,skilled employee/official,0 to 2,no,no,bad
865,none,40,fully paid,repairs,5998,unknown/no savings account,1<= x < 4y,x < 20,male : married/widowed,none,4y <= x < 7y,real estate,27,bank,rent,1,skilled employee/official,0 to 2,yes,no,bad
866,0 <= x <= 200,15,fully paid,furniture,1271,1000 <= x,1<= x < 4y,20 <= x < 25,male : married/widowed,none,x >= 7y,real estate,39,none,own,2 to 3,skilled employee/official,0 to 2,yes,no,bad
867,negative,12,none/duly paid,other,1295,unknown/no savings account, x < 1y,20 <= x < 25,female: non-single or male: single,none, x < 1y,building soc. savings agr./life insurance,25,none,for free,1,skilled employee/official,0 to 2,no,no,bad
868,negative,36,none/duly paid,car (new),9398,unknown/no savings account, x < 1y,x >= 35,female : single,none,x >= 7y,building soc. savings agr./life insurance,28,none,for free,1,manager/self-empl./highly qualif,0 to 2,yes,no,bad
869,negative,12,none/duly paid,car (used),951,x < 100 DM, x < 1y,x < 20,female: non-single or male: single,none,x >= 7y,building soc. savings agr./life insurance,27,bank,for free, x >= 6,skilled employee/official,0 to 2,no,no,bad
870,negative,24,none/duly paid,other,1355,unknown/no savings account, x < 1y,20 <= x < 25,female: non-single or male: single,none,x >= 7y,building soc. savings agr./life insurance,25,none,rent,1,unskilled - resident,0 to 2,yes,no,bad
871,none,48,none/duly paid,radio/television,3051,unknown/no savings account,1<= x < 4y,20 <= x < 25,male : married/widowed,none,x >= 7y,building soc. savings agr./life insurance,54,none,rent,1,skilled employee/official,0 to 2,no,no,bad
872,x >= 200,36,fully paid,other,7855,unknown/no savings account,1<= x < 4y,x < 20,female: non-single or male: single,none,1y <= x < 4y,unknown / no property,25,stores,rent,2 to 3,skilled employee/official,0 to 2,yes,no,bad
873,x >= 200,18,none/duly paid,furniture,433,unknown/no savings account,unemployed,20 <= x < 25,female: non-single or male: single,co-applicant,x >= 7y,unknown / no property,22,none,for free,1,skilled employee/official,0 to 2,no,no,bad
874,x >= 200,36,duly paid till now,retraining,9572,unknown/no savings account, x < 1y,x >= 35,male : divorced/separated,none, x < 1y,building soc. savings agr./life insurance,28,none,rent,2 to 3,skilled employee/official,0 to 2,no,no,bad
875,negative,24,critical,repairs,1837,unknown/no savings account,4 <= x < 7y,x < 20,female: non-single or male: single,none,x >= 7y,real estate,34,bank,own,1,unskilled - resident,0 to 2,no,no,bad
876,negative,30,fully paid,other,4249,unknown/no savings account,unemployed,x < 20,female : single,none,1y <= x < 4y,building soc. savings agr./life insurance,28,none,rent,2 to 3,manager/self-empl./highly qualif,0 to 2,no,no,bad
877,negative,30,fully paid,other,5234,unknown/no savings account,unemployed,x < 20,female : single,none,1y <= x < 4y,building soc. savings agr./life insurance,28,none,rent,2 to 3,manager/self-empl./highly qualif,0 to 2,no,no,bad
878,none,48,none/duly paid,furniture,6758,unknown/no savings account,1<= x < 4y,20 <= x < 25,female: non-single or male: single,none,1y <= x < 4y,building soc. savings agr./life insurance,31,none,rent,1,skilled employee/official,0 to 2,yes,no,bad
879,none,9,none/duly paid,furniture,1366,unknown/no savings account, x < 1y,20 <= x < 25,female: non-single or male: single,none,x >= 7y,car or other,22,none,for free,1,skilled employee/official,0 to 2,no,no,bad
880,none,24,critical,business,1358,1000 <= x,7y <= y,x < 20,male : married/widowed,none,4y <= x < 7y,building soc. savings agr./life insurance,40,stores,rent,1,manager/self-empl./highly qualif,0 to 2,yes,no,bad
881,none,18,none/duly paid,car (used),2473,unknown/no savings account,unemployed,x < 20,male : married/widowed,none, x < 1y,building soc. savings agr./life insurance,25,none,rent,1,unemployed/unskilled - non-resident,0 to 2,no,no,bad
882,0 <= x <= 200,9,delayed,furniture,1337,unknown/no savings account, x < 1y,x < 20,male : married/widowed,none,1y <= x < 4y,building soc. savings agr./life insurance,34,none,rent,2 to 3,manager/self-empl./highly qualif,0 to 2,yes,no,bad
883,none,48,none/duly paid,other,7763,unknown/no savings account,7y <= y,x < 20,male : married/widowed,none,x >= 7y,real estate,42,bank,own,1,manager/self-empl./highly qualif,0 to 2,no,no,bad
884,negative,15,critical,other,1264,x < 100 DM,1<= x < 4y,25 <= x < 35,female : single,none,1y <= x < 4y,car or other,25,none,for free,1,skilled employee/official,0 to 2,no,no,bad
885,negative,15,none/duly paid,other,2631,x < 100 DM,1<= x < 4y,25 <= x < 35,female: non-single or male: single,none,x >= 7y,building soc. savings agr./life insurance,28,none,for free,2 to 3,skilled employee/official,0 to 2,yes,no,bad
886,negative,48,none/duly paid,other,6560,x < 100 DM,4 <= x < 7y,20 <= x < 25,male : married/widowed,none,1y <= x < 4y,car or other,24,none,rent,1,skilled employee/official,0 to 2,no,no,bad
887,none,24,none/duly paid,other,3123,unknown/no savings account, x < 1y,x < 20,female: non-single or male: single,none, x < 1y,car or other,27,none,rent,1,skilled employee/official,0 to 2,no,no,bad
888,none,36,fully paid,repairs,8065,unknown/no savings account,1<= x < 4y,20 <= x < 25,female: non-single or male: single,none,1y <= x < 4y,real estate,25,none,rent,2 to 3,manager/self-empl./highly qualif,0 to 2,yes,no,bad
889,none,24,none/duly paid,furniture,2439,unknown/no savings account, x < 1y,x < 20,female: non-single or male: single,none,x >= 7y,unknown / no property,35,none,rent,1,skilled employee/official,0 to 2,yes,no,bad
890,negative,36,none/duly paid,car (used),9034,x < 100 DM, x < 1y,x < 20,male : married/widowed,co-applicant, x < 1y,real estate,29,none,for free,1,manager/self-empl./highly qualif,0 to 2,yes,no,bad
891,negative,60,none/duly paid,other,14027,unknown/no savings account,4 <= x < 7y,x < 20,male : married/widowed,none,1y <= x < 4y,real estate,27,none,rent,1,manager/self-empl./highly qualif,0 to 2,yes,no,bad
892,none,36,fully paid,car (new),9629,unknown/no savings account,4 <= x < 7y,x < 20,male : married/widowed,none,x >= 7y,building soc. savings agr./life insurance,24,none,rent,2 to 3,skilled employee/official,0 to 2,yes,no,bad
893,negative,12,none/duly paid,furniture,1484,1000 <= x,1<= x < 4y,25 <= x < 35,female : single,none, x < 1y,unknown / no property,25,none,rent,1,skilled employee/official,0 to 2,yes,no,bad
894,none,18,none/duly paid,car (used),1131,unknown/no savings account,unemployed,x < 20,female: non-single or male: single,none,1y <= x < 4y,building soc. savings agr./life insurance,33,none,rent,1,skilled employee/official,0 to 2,no,no,bad
895,negative,24,duly paid till now,car (used),2064,unknown/no savings account,unemployed,20 <= x < 25,female: non-single or male: single,none,1y <= x < 4y,car or other,34,none,rent,1,manager/self-empl./highly qualif,0 to 2,yes,no,bad
896,negative,18,none/duly paid,car (new),12976,unknown/no savings account,unemployed,20 <= x < 25,female: non-single or male: single,none,x >= 7y,real estate,38,none,own,1,manager/self-empl./highly qualif,0 to 2,yes,no,bad
897,x >= 200,21,duly paid till now,retraining,2580,100 <= x < 500, x < 1y,x < 20,male : married/widowed,none,1y <= x < 4y,unknown / no property,41,bank,rent,1,unskilled - resident,3 or more,no,no,bad
898,x >= 200,27,none/duly paid,other,2570,unknown/no savings account,1<= x < 4y,20 <= x < 25,female: non-single or male: single,none,4y <= x < 7y,unknown / no property,21,none,for free,1,skilled employee/official,0 to 2,no,no,bad
899,negative,27,none/duly paid,retraining,3915,unknown/no savings account,1<= x < 4y,x < 20,male : married/widowed,none,1y <= x < 4y,building soc. savings agr./life insurance,36,none,rent,1,skilled employee/official,3 or more,yes,no,bad
900,x >= 200,10,none/duly paid,other,1309,1000 <= x,1<= x < 4y,x < 20,male : married/widowed,guarantor,x >= 7y,car or other,27,none,rent,1,unskilled - resident,0 to 2,no,no,bad
