,checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account,employment_since,installment_rate,status_and_sex,co-applicants_guarantors,residence_since,property,age,other_installment_plans,housing,existing_credits,job,people_to_provide_maintenance_for,telephone,foreign_worker,customer_goodness
535,over_200,21,critical_account,education,2319,up_to_100,up_to_1y,2,male_separated,none,1,car_other,33,none,rent,1,employed,1,no,yes,no
536,negative,6,existing_duly_paid,car_new,1374,unknown,unemployed,4,female_married_separated,none,3,building_society_savings_agreement_or_life_insurance,75,none,own,1,highly_qualified_or_self-employed,1,yes,yes,yes
537,0_to_200,18,critical_account,furniture,3612,up_to_100,over_7y,3,female_married_separated,none,4,building_society_savings_agreement_or_life_insurance,37,none,own,1,employed,1,yes,yes,yes
538,negative,48,existing_duly_paid,car_new,7763,up_to_100,over_7y,4,male_single,none,4,none_unknown,42,bank,free,1,highly_qualified_or_self-employed,1,no,yes,no
539,over_200,18,existing_duly_paid,furniture,3049,up_to_100,up_to_1y,1,female_married_separated,none,1,building_society_savings_agreement_or_life_insurance,45,stores,own,1,unskilled_resident,1,no,yes,yes
540,0_to_200,12,existing_duly_paid,radio_tv,1534,up_to_100,up_to_1y,1,male_married,none,1,real_estate,23,none,rent,1,employed,1,no,yes,no
541,none,24,delayed,car_new,2032,up_to_100,over_7y,4,male_single,none,4,none_unknown,60,none,free,2,employed,1,yes,yes,yes
542,negative,30,existing_duly_paid,furniture,6350,unknown,over_7y,4,male_single,none,4,building_society_savings_agreement_or_life_insurance,31,none,own,1,employed,1,no,yes,no
543,over_200,18,existing_duly_paid,furniture,2864,up_to_100,1_to_4y,2,male_single,none,1,real_estate,34,none,own,1,unskilled_resident,2,no,yes,no
544,none,12,critical_account,car_new,1255,up_to_100,over_7y,4,male_single,none,4,real_estate,61,none,own,2,unskilled_resident,1,no,yes,yes
545,negative,24,delayed,car_new,1333,up_to_100,unemployed,4,male_single,none,2,real_estate,43,none,free,2,employed,2,no,yes,no
546,none,24,critical_account,car_new,2022,up_to_100,1_to_4y,4,female_married_separated,none,4,car_other,37,none,own,1,employed,1,yes,yes,yes
547,none,24,existing_duly_paid,radio_tv,1552,up_to_100,4_to_7y,3,male_single,none,1,car_other,32,bank,own,1,employed,2,no,yes,yes
548,negative,12,duly_paid,radio_tv,626,up_to_100,1_to_4y,4,female_married_separated,none,4,real_estate,24,bank,own,1,unskilled_resident,1,no,yes,no
549,none,48,critical_account,car:used,8858,unknown,4_to_7y,2,male_single,none,1,none_unknown,35,none,free,2,employed,1,yes,yes,yes
550,none,12,critical_account,repairs,996,unknown,4_to_7y,4,female_married_separated,none,4,real_estate,23,none,own,2,employed,1,no,yes,yes
551,none,6,duly_paid,radio_tv,1750,500_to_1000,over_7y,2,male_single,none,4,building_society_savings_agreement_or_life_insurance,45,bank,own,1,unskilled_resident,2,no,yes,yes
552,negative,48,existing_duly_paid,radio_tv,6999,up_to_100,4_to_7y,1,male_married,guarantor,1,real_estate,34,none,own,2,employed,1,yes,yes,no
553,0_to_200,12,critical_account,car_new,1995,100_to_500,up_to_1y,4,male_single,none,1,car_other,27,none,own,1,employed,1,no,yes,yes
554,0_to_200,9,existing_duly_paid,education,1199,up_to_100,4_to_7y,4,female_married_separated,none,4,building_society_savings_agreement_or_life_insurance,67,none,own,2,highly_qualified_or_self-employed,1,yes,yes,yes
555,0_to_200,12,existing_duly_paid,radio_tv,1331,up_to_100,up_to_1y,2,male_single,none,1,car_other,22,stores,own,1,employed,1,no,yes,no
556,0_to_200,18,none_or_duly_paid,car_new,2278,100_to_500,up_to_1y,3,female_married_separated,none,3,car_other,28,none,own,2,employed,1,no,yes,no
557,none,21,none_or_duly_paid,car_new,5003,unknown,1_to_4y,1,female_married_separated,none,4,building_society_savings_agreement_or_life_insurance,29,bank,own,2,employed,1,yes,yes,no
558,negative,24,duly_paid,furniture,3552,up_to_100,4_to_7y,3,male_single,none,4,car_other,27,bank,own,1,employed,1,no,yes,no
559,0_to_200,18,critical_account,furniture,1928,up_to_100,up_to_1y,2,male_single,none,2,real_estate,31,none,own,2,unskilled_resident,1,no,yes,no
560,negative,24,existing_duly_paid,car:used,2964,unknown,over_7y,4,male_single,none,4,none_unknown,49,bank,free,1,employed,2,yes,yes,yes
561,negative,24,duly_paid,radio_tv,1546,up_to_100,4_to_7y,4,male_single,guarantor,4,car_other,24,bank,rent,1,unskilled_resident,1,no,yes,no
562,over_200,6,delayed,radio_tv,683,up_to_100,up_to_1y,2,female_married_separated,none,1,building_society_savings_agreement_or_life_insurance,29,bank,own,1,employed,1,no,yes,yes
563,0_to_200,36,existing_duly_paid,car_new,12389,unknown,1_to_4y,1,male_single,none,4,none_unknown,37,none,free,1,employed,1,yes,yes,no
564,0_to_200,24,delayed,business,4712,unknown,1_to_4y,4,male_single,none,2,building_society_savings_agreement_or_life_insurance,37,bank,own,2,highly_qualified_or_self-employed,1,yes,yes,yes
565,0_to_200,24,delayed,radio_tv,1553,100_to_500,4_to_7y,3,female_married_separated,none,2,building_society_savings_agreement_or_life_insurance,23,none,rent,2,employed,1,yes,yes,yes
566,negative,12,existing_duly_paid,car_new,1372,up_to_100,4_to_7y,2,male_separated,none,3,car_other,36,none,own,1,employed,1,no,yes,no
567,none,24,critical_account,radio_tv,2578,over_1000,over_7y,2,male_single,none,2,car_other,34,none,own,1,employed,1,no,yes,yes
568,0_to_200,48,existing_duly_paid,radio_tv,3979,unknown,4_to_7y,4,male_single,none,1,car_other,41,none,own,2,employed,2,yes,yes,yes
569,negative,48,existing_duly_paid,radio_tv,6758,up_to_100,1_to_4y,3,female_married_separated,none,2,car_other,31,none,own,1,employed,1,yes,yes,no
570,negative,24,existing_duly_paid,furniture,3234,up_to_100,up_to_1y,4,female_married_separated,none,4,real_estate,23,none,rent,1,unskilled_resident,1,yes,yes,no
571,none,30,critical_account,radio_tv,5954,up_to_100,4_to_7y,3,male_single,co-applicant,2,car_other,38,none,own,1,employed,1,no,yes,yes
572,none,24,existing_duly_paid,car:used,5433,unknown,unemployed,2,female_married_separated,none,4,building_society_savings_agreement_or_life_insurance,26,none,rent,1,highly_qualified_or_self-employed,1,yes,yes,yes
573,negative,15,existing_duly_paid,business,806,up_to_100,1_to_4y,4,female_married_separated,none,4,building_society_savings_agreement_or_life_insurance,22,none,own,1,unskilled_resident,1,no,yes,yes
574,0_to_200,9,existing_duly_paid,radio_tv,1082,up_to_100,over_7y,4,male_single,none,4,car_other,27,none,own,2,unskilled_resident,1,no,yes,yes
575,none,15,critical_account,furniture,2788,up_to_100,4_to_7y,2,female_married_separated,co-applicant,3,car_other,24,bank,own,2,employed,1,no,yes,yes
576,0_to_200,12,existing_duly_paid,radio_tv,2930,up_to_100,4_to_7y,2,female_married_separated,none,1,real_estate,27,none,own,1,employed,1,no,yes,yes
577,none,24,critical_account,education,1927,unknown,1_to_4y,3,female_married_separated,none,2,car_other,33,none,own,2,employed,1,yes,yes,yes
578,0_to_200,36,critical_account,car_new,2820,up_to_100,up_to_1y,4,male_separated,none,4,car_other,27,none,own,2,employed,1,no,yes,no
579,none,24,existing_duly_paid,retraining,937,up_to_100,up_to_1y,4,male_married,none,3,car_other,27,none,own,2,unskilled_resident,1,no,yes,yes
580,0_to_200,18,critical_account,car_new,1056,up_to_100,over_7y,3,male_single,guarantor,3,real_estate,30,bank,own,2,employed,1,no,yes,no
581,0_to_200,12,critical_account,car_new,3124,up_to_100,up_to_1y,1,male_single,none,3,real_estate,49,bank,own,2,unskilled_resident,2,no,yes,yes
582,none,9,existing_duly_paid,furniture,1388,up_to_100,1_to_4y,4,female_married_separated,none,2,real_estate,26,none,rent,1,employed,1,no,yes,yes
583,0_to_200,36,existing_duly_paid,repairs,2384,up_to_100,up_to_1y,4,male_single,none,1,none_unknown,33,none,rent,1,unskilled_resident,1,no,yes,no
584,none,12,existing_duly_paid,car_new,2133,unknown,over_7y,4,female_married_separated,none,4,none_unknown,52,none,free,1,highly_qualified_or_self-employed,1,yes,yes,yes
585,negative,18,existing_duly_paid,furniture,2039,up_to_100,1_to_4y,1,female_married_separated,none,4,real_estate,20,bank,rent,1,employed,1,no,yes,no
586,negative,9,critical_account,car_new,2799,up_to_100,1_to_4y,2,male_single,none,2,real_estate,36,none,rent,2,employed,2,no,yes,yes
587,negative,12,existing_duly_paid,furniture,1289,up_to_100,1_to_4y,4,male_single,guarantor,1,building_society_savings_agreement_or_life_insurance,21,none,own,1,unskilled_resident,1,no,yes,yes
588,negative,18,existing_duly_paid,appliances,1217,up_to_100,1_to_4y,4,male_married,none,3,real_estate,47,none,own,1,unskilled_resident,1,yes,yes,no
589,negative,12,critical_account,furniture,2246,up_to_100,over_7y,3,male_single,none,3,building_society_savings_agreement_or_life_insurance,60,none,own,2,employed,1,no,yes,no
590,negative,12,critical_account,radio_tv,385,up_to_100,4_to_7y,4,female_married_separated,none,3,real_estate,58,none,own,4,unskilled_resident,1,yes,yes,yes
591,0_to_200,24,delayed,car_new,1965,unknown,1_to_4y,4,female_married_separated,none,4,car_other,42,none,rent,2,employed,1,yes,yes,yes
592,none,21,existing_duly_paid,business,1572,over_1000,over_7y,4,female_married_separated,none,4,real_estate,36,bank,own,1,unskilled_resident,1,no,yes,yes
593,0_to_200,24,existing_duly_paid,car_new,2718,up_to_100,1_to_4y,3,female_married_separated,none,4,building_society_savings_agreement_or_life_insurance,20,none,rent,1,unskilled_resident,1,yes,yes,no
594,negative,24,duly_paid,other,1358,unknown,over_7y,4,male_single,none,3,car_other,40,stores,own,1,highly_qualified_or_self-employed,1,yes,yes,no
595,0_to_200,6,duly_paid,car_new,931,100_to_500,up_to_1y,1,female_married_separated,none,1,building_society_savings_agreement_or_life_insurance,32,stores,own,1,unskilled_resident,1,no,yes,no
596,negative,24,existing_duly_paid,car_new,1442,up_to_100,4_to_7y,4,female_married_separated,none,4,car_other,23,none,rent,2,employed,1,no,yes,no
597,0_to_200,24,none_or_duly_paid,business,4241,up_to_100,1_to_4y,1,male_single,none,4,real_estate,36,none,own,3,unskilled_resident,1,yes,yes,no
598,none,18,critical_account,car_new,2775,up_to_100,4_to_7y,2,male_single,none,2,building_society_savings_agreement_or_life_insurance,31,bank,own,2,employed,1,no,yes,no
599,none,24,delayed,business,3863,up_to_100,1_to_4y,1,male_single,none,2,none_unknown,32,none,free,1,employed,1,no,yes,yes
600,0_to_200,7,existing_duly_paid,radio_tv,2329,up_to_100,up_to_1y,1,female_married_separated,guarantor,1,real_estate,45,none,own,1,employed,1,no,yes,yes
601,0_to_200,9,existing_duly_paid,furniture,918,up_to_100,1_to_4y,4,female_married_separated,none,1,building_society_savings_agreement_or_life_insurance,30,none,own,1,employed,1,no,yes,no
602,0_to_200,24,duly_paid,education,1837,up_to_100,4_to_7y,4,female_married_separated,none,4,none_unknown,34,bank,free,1,unskilled_resident,1,no,yes,no
603,none,36,existing_duly_paid,furniture,3349,up_to_100,1_to_4y,4,female_married_separated,none,2,car_other,28,none,own,1,highly_qualified_or_self-employed,1,yes,yes,no
604,over_200,10,existing_duly_paid,furniture,1275,up_to_100,up_to_1y,4,female_married_separated,none,2,building_society_savings_agreement_or_life_insurance,23,none,own,1,employed,1,no,yes,yes
605,negative,24,duly_paid,furniture,2828,500_to_1000,1_to_4y,4,male_single,none,4,real_estate,22,stores,own,1,employed,1,yes,yes,yes
606,none,24,critical_account,business,4526,up_to_100,1_to_4y,3,male_single,none,2,real_estate,74,none,own,1,highly_qualified_or_self-employed,1,yes,yes,yes
607,0_to_200,36,existing_duly_paid,radio_tv,2671,100_to_500,1_to_4y,4,female_married_separated,co-applicant,4,none_unknown,50,none,free,1,employed,1,no,yes,no
608,none,18,existing_duly_paid,radio_tv,2051,up_to_100,up_to_1y,4,male_single,none,1,real_estate,33,none,own,1,employed,1,no,yes,yes
609,none,15,existing_duly_paid,car:used,1300,unknown,over_7y,4,male_single,none,4,none_unknown,45,bank,free,1,employed,2,no,yes,yes
610,negative,12,existing_duly_paid,appliances,741,100_to_500,unemployed,4,female_married_separated,none,3,building_society_savings_agreement_or_life_insurance,22,none,own,1,employed,1,no,yes,no
611,over_200,10,existing_duly_paid,car_new,1240,100_to_500,over_7y,1,female_married_separated,none,4,none_unknown,48,none,free,1,unskilled_resident,2,no,yes,no
612,negative,21,existing_duly_paid,radio_tv,3357,over_1000,up_to_1y,4,female_married_separated,none,2,car_other,29,bank,own,1,employed,1,no,yes,yes
613,negative,24,duly_paid,car:used,3632,up_to_100,1_to_4y,1,female_married_separated,guarantor,4,car_other,22,bank,rent,1,employed,1,no,no,yes
614,none,18,delayed,furniture,1808,up_to_100,4_to_7y,4,female_married_separated,none,1,real_estate,22,none,own,1,employed,1,no,yes,no
615,0_to_200,48,none_or_duly_paid,business,12204,unknown,1_to_4y,2,male_single,none,2,car_other,48,bank,own,1,highly_qualified_or_self-employed,1,yes,yes,yes
616,0_to_200,60,delayed,radio_tv,9157,unknown,1_to_4y,2,male_single,none,2,none_unknown,27,none,free,1,highly_qualified_or_self-employed,1,no,yes,yes
617,negative,6,critical_account,car_new,3676,up_to_100,1_to_4y,1,male_single,none,3,real_estate,37,none,rent,3,employed,2,no,yes,yes
618,0_to_200,30,existing_duly_paid,furniture,3441,100_to_500,1_to_4y,2,female_married_separated,co-applicant,4,car_other,21,none,rent,1,employed,1,no,yes,no
619,none,12,existing_duly_paid,car_new,640,up_to_100,1_to_4y,4,male_separated,none,2,real_estate,49,none,own,1,unskilled_resident,1,no,yes,yes
620,0_to_200,21,critical_account,business,3652,up_to_100,4_to_7y,2,male_single,none,3,building_society_savings_agreement_or_life_insurance,27,none,own,2,employed,1,no,yes,yes
621,none,18,critical_account,car_new,1530,up_to_100,1_to_4y,3,male_single,none,2,building_society_savings_agreement_or_life_insurance,32,bank,own,2,employed,1,no,yes,no
622,none,48,existing_duly_paid,business,3914,unknown,1_to_4y,4,male_separated,none,2,real_estate,38,bank,own,1,employed,1,no,yes,no
623,negative,12,existing_duly_paid,furniture,1858,up_to_100,up_to_1y,4,female_married_separated,none,1,car_other,22,none,rent,1,employed,1,no,yes,yes
624,negative,18,existing_duly_paid,radio_tv,2600,up_to_100,1_to_4y,4,male_single,none,4,none_unknown,65,none,free,2,employed,1,no,yes,no
625,none,15,existing_duly_paid,radio_tv,1979,unknown,over_7y,4,male_single,none,2,car_other,35,none,own,1,employed,1,no,yes,yes
626,over_200,6,existing_duly_paid,furniture,2116,up_to_100,1_to_4y,2,male_single,none,2,real_estate,41,none,own,1,employed,1,yes,yes,yes
627,0_to_200,9,duly_paid,car_new,1437,100_to_500,4_to_7y,2,male_single,none,3,none_unknown,29,none,own,1,employed,1,no,yes,no
628,none,42,critical_account,furniture,4042,500_to_1000,1_to_4y,4,male_single,none,4,real_estate,36,none,own,2,employed,1,yes,yes,yes
629,none,9,existing_duly_paid,education,3832,unknown,over_7y,1,male_single,none,4,real_estate,64,none,own,1,unskilled_resident,1,no,yes,yes
630,negative,24,existing_duly_paid,radio_tv,3660,up_to_100,1_to_4y,2,female_married_separated,none,4,car_other,28,none,own,1,employed,1,no,yes,yes
631,negative,18,duly_paid,furniture,1553,up_to_100,1_to_4y,4,male_single,none,3,car_other,44,bank,own,1,employed,1,no,yes,no
632,0_to_200,15,existing_duly_paid,radio_tv,1444,unknown,up_to_1y,4,male_single,none,1,building_society_savings_agreement_or_life_insurance,23,none,own,1,employed,1,no,yes,yes
633,none,9,existing_duly_paid,furniture,1980,up_to_100,up_to_1y,2,female_married_separated,co-applicant,2,car_other,19,none,rent,2,employed,1,no,yes,no
634,0_to_200,24,existing_duly_paid,car_new,1355,up_to_100,up_to_1y,3,female_married_separated,none,4,car_other,25,none,own,1,unskilled_resident,1,yes,yes,no
635,none,12,existing_duly_paid,education,1393,up_to_100,over_7y,4,male_single,none,4,building_society_savings_agreement_or_life_insurance,47,bank,own,3,employed,2,yes,yes,yes
636,none,24,existing_duly_paid,radio_tv,1376,500_to_1000,4_to_7y,4,female_married_separated,none,1,car_other,28,none,own,1,employed,1,no,yes,yes
637,none,60,delayed,radio_tv,15653,up_to_100,4_to_7y,2,male_single,none,4,car_other,21,none,own,2,employed,1,yes,yes,yes
638,none,12,existing_duly_paid,radio_tv,1493,up_to_100,up_to_1y,4,female_married_separated,none,3,car_other,34,none,own,1,employed,2,no,yes,yes
639,negative,42,delayed,radio_tv,4370,up_to_100,4_to_7y,3,male_single,none,2,building_society_savings_agreement_or_life_insurance,26,bank,own,2,employed,2,yes,yes,no
640,negative,18,existing_duly_paid,education,750,up_to_100,unemployed,4,female_married_separated,none,1,real_estate,27,none,own,1,unemployed_non-resident,1,no,yes,no
641,0_to_200,15,existing_duly_paid,repairs,1308,up_to_100,over_7y,4,male_single,none,4,car_other,38,none,own,2,unskilled_resident,1,no,yes,yes
642,none,15,existing_duly_paid,education,4623,100_to_500,1_to_4y,3,male_single,none,2,building_society_savings_agreement_or_life_insurance,40,none,own,1,highly_qualified_or_self-employed,1,yes,yes,no
643,none,24,critical_account,radio_tv,1851,up_to_100,4_to_7y,4,male_married,guarantor,2,car_other,33,none,own,2,employed,1,yes,yes,yes
644,negative,18,critical_account,radio_tv,1880,up_to_100,4_to_7y,4,male_married,none,1,building_society_savings_agreement_or_life_insurance,32,none,own,2,highly_qualified_or_self-employed,1,yes,yes,yes
645,none,36,delayed,business,7980,unknown,up_to_1y,4,male_single,none,4,car_other,27,none,rent,2,employed,1,yes,yes,no
646,negative,30,none_or_duly_paid,furniture,4583,up_to_100,1_to_4y,2,male_separated,guarantor,2,real_estate,32,none,own,2,employed,1,no,yes,yes
647,none,12,existing_duly_paid,car_new,1386,500_to_1000,1_to_4y,2,female_married_separated,none,2,building_society_savings_agreement_or_life_insurance,26,none,own,1,employed,1,no,yes,no
648,over_200,24,existing_duly_paid,car_new,947,up_to_100,4_to_7y,4,male_single,none,3,none_unknown,38,bank,free,1,employed,2,no,yes,no
649,negative,12,existing_duly_paid,education,684,up_to_100,1_to_4y,4,male_single,none,4,car_other,40,none,rent,1,unskilled_resident,2,no,yes,no
650,negative,48,existing_duly_paid,education,7476,up_to_100,4_to_7y,4,male_single,none,1,none_unknown,50,none,free,1,highly_qualified_or_self-employed,1,yes,yes,yes
651,0_to_200,12,existing_duly_paid,furniture,1922,up_to_100,1_to_4y,4,male_single,none,2,building_society_savings_agreement_or_life_insurance,37,none,own,1,unskilled_resident,1,no,yes,no
652,negative,24,existing_duly_paid,car_new,2303,up_to_100,over_7y,4,male_single,co-applicant,1,real_estate,45,none,own,1,employed,1,no,yes,no
653,0_to_200,36,delayed,car_new,8086,100_to_500,over_7y,2,male_single,none,4,car_other,42,none,own,4,highly_qualified_or_self-employed,1,yes,yes,no
654,none,24,critical_account,car:used,2346,up_to_100,4_to_7y,4,male_single,none,3,car_other,35,none,own,2,employed,1,yes,yes,yes
655,negative,14,existing_duly_paid,car_new,3973,up_to_100,unemployed,1,male_single,none,4,none_unknown,22,none,free,1,employed,1,no,yes,yes
656,0_to_200,12,existing_duly_paid,car_new,888,up_to_100,over_7y,4,male_single,none,4,car_other,41,bank,own,1,unskilled_resident,2,no,yes,no
657,none,48,existing_duly_paid,radio_tv,10222,unknown,4_to_7y,4,male_single,none,3,car_other,37,stores,own,1,employed,1,yes,yes,yes
658,0_to_200,30,none_or_duly_paid,business,4221,up_to_100,1_to_4y,2,female_married_separated,none,1,car_other,28,none,own,2,employed,1,no,yes,yes
659,0_to_200,18,critical_account,furniture,6361,up_to_100,over_7y,2,male_single,none,1,none_unknown,41,none,own,1,employed,1,yes,yes,yes
660,over_200,12,existing_duly_paid,radio_tv,1297,up_to_100,1_to_4y,3,male_married,none,4,real_estate,23,none,rent,1,employed,1,no,yes,yes
661,negative,12,existing_duly_paid,car_new,900,unknown,1_to_4y,4,male_married,none,2,car_other,23,none,own,1,employed,1,no,yes,no
662,none,21,existing_duly_paid,furniture,2241,up_to_100,over_7y,4,male_single,none,2,real_estate,50,none,own,2,employed,1,no,yes,yes
663,0_to_200,6,delayed,furniture,1050,up_to_100,unemployed,4,male_single,none,1,building_society_savings_agreement_or_life_insurance,35,stores,own,2,highly_qualified_or_self-employed,1,yes,yes,yes
664,over_200,6,critical_account,education,1047,up_to_100,1_to_4y,2,female_married_separated,none,4,building_society_savings_agreement_or_life_insurance,50,none,own,1,unskilled_resident,1,no,yes,yes
665,none,24,critical_account,other,6314,up_to_100,unemployed,4,male_single,co-applicant,2,none_unknown,27,bank,own,2,highly_qualified_or_self-employed,1,yes,yes,yes
666,0_to_200,30,duly_paid,furniture,3496,over_1000,1_to_4y,4,male_single,none,2,car_other,34,stores,own,1,employed,2,yes,yes,yes
667,none,48,duly_paid,business,3609,up_to_100,1_to_4y,1,female_married_separated,none,1,real_estate,27,stores,own,1,employed,1,no,yes,yes
668,negative,12,critical_account,car_new,4843,up_to_100,over_7y,3,male_single,co-applicant,4,building_society_savings_agreement_or_life_insurance,43,none,rent,2,employed,1,yes,yes,no
669,over_200,30,critical_account,radio_tv,3017,up_to_100,over_7y,4,male_single,none,4,building_society_savings_agreement_or_life_insurance,47,none,own,1,employed,1,no,yes,yes
670,none,24,critical_account,business,4139,100_to_500,1_to_4y,3,male_single,none,3,building_society_savings_agreement_or_life_insurance,27,none,own,2,unskilled_resident,1,yes,yes,yes
671,none,36,existing_duly_paid,business,5742,100_to_500,4_to_7y,2,male_single,none,2,car_other,31,none,own,2,employed,1,yes,yes,yes
672,none,60,existing_duly_paid,car_new,10366,up_to_100,over_7y,2,male_single,none,4,building_society_savings_agreement_or_life_insurance,42,none,own,1,highly_qualified_or_self-employed,1,yes,yes,yes
673,none,6,critical_account,car_new,2080,500_to_1000,1_to_4y,1,male_married,none,2,car_other,24,none,own,1,employed,1,no,yes,yes
674,none,21,delayed,business,2580,500_to_1000,up_to_1y,4,male_single,none,2,real_estate,41,bank,own,1,unskilled_resident,2,no,yes,no
675,none,30,critical_account,radio_tv,4530,up_to_100,4_to_7y,4,female_married_separated,none,4,car_other,26,none,rent,1,highly_qualified_or_self-employed,1,yes,yes,yes
676,none,24,critical_account,furniture,5150,up_to_100,over_7y,4,male_single,none,4,car_other,33,none,own,1,employed,1,yes,yes,yes
677,0_to_200,72,existing_duly_paid,radio_tv,5595,100_to_500,1_to_4y,2,male_married,none,2,car_other,24,none,own,1,employed,1,no,yes,no
678,negative,24,existing_duly_paid,radio_tv,2384,up_to_100,over_7y,4,male_single,none,4,real_estate,64,bank,rent,1,unskilled_resident,1,no,yes,yes
679,none,18,existing_duly_paid,radio_tv,1453,up_to_100,up_to_1y,3,female_married_separated,none,1,real_estate,26,none,own,1,employed,1,no,yes,yes
680,none,6,existing_duly_paid,education,1538,up_to_100,up_to_1y,1,female_married_separated,none,2,none_unknown,56,none,own,1,employed,1,no,yes,yes
681,none,12,existing_duly_paid,radio_tv,2279,unknown,1_to_4y,4,male_single,none,4,none_unknown,37,none,free,1,employed,1,yes,yes,yes
682,none,15,delayed,radio_tv,1478,up_to_100,1_to_4y,4,male_married,none,3,real_estate,33,bank,own,2,employed,1,no,yes,yes
683,none,24,critical_account,radio_tv,5103,up_to_100,up_to_1y,3,male_married,none,3,none_unknown,47,none,free,3,employed,1,yes,yes,yes
684,0_to_200,36,delayed,business,9857,100_to_500,4_to_7y,1,male_single,none,3,building_society_savings_agreement_or_life_insurance,31,none,own,2,unskilled_resident,2,yes,yes,yes
685,none,60,existing_duly_paid,car_new,6527,unknown,1_to_4y,4,male_single,none,4,none_unknown,34,none,free,1,employed,2,yes,yes,yes
686,over_200,10,critical_account,radio_tv,1347,unknown,4_to_7y,4,male_single,none,2,building_society_savings_agreement_or_life_insurance,27,none,own,2,employed,1,yes,yes,yes
687,0_to_200,36,delayed,car_new,2862,100_to_500,over_7y,4,male_single,none,3,none_unknown,30,none,free,1,employed,1,no,yes,yes
688,none,9,existing_duly_paid,radio_tv,2753,100_to_500,over_7y,3,male_single,co-applicant,4,car_other,35,none,own,1,employed,1,yes,yes,yes
689,negative,12,existing_duly_paid,car_new,3651,over_1000,1_to_4y,1,male_single,none,3,building_society_savings_agreement_or_life_insurance,31,none,own,1,employed,2,no,yes,yes
690,negative,15,critical_account,furniture,975,up_to_100,1_to_4y,2,male_separated,none,3,building_society_savings_agreement_or_life_insurance,25,none,own,2,employed,1,no,yes,yes
691,0_to_200,15,existing_duly_paid,repairs,2631,100_to_500,1_to_4y,3,female_married_separated,none,2,real_estate,25,none,own,1,unskilled_resident,1,no,yes,yes
692,0_to_200,24,existing_duly_paid,radio_tv,2896,100_to_500,up_to_1y,2,male_single,none,1,car_other,29,none,own,1,employed,1,no,yes,yes
693,negative,6,critical_account,car_new,4716,unknown,up_to_1y,1,male_single,none,3,real_estate,44,none,own,2,unskilled_resident,2,no,yes,yes
694,none,24,existing_duly_paid,radio_tv,2284,up_to_100,4_to_7y,4,male_single,none,2,car_other,28,none,own,1,employed,1,yes,yes,yes
695,none,6,existing_duly_paid,car:used,1236,500_to_1000,1_to_4y,2,male_single,none,4,building_society_savings_agreement_or_life_insurance,50,none,rent,1,employed,1,no,yes,yes
696,0_to_200,12,existing_duly_paid,radio_tv,1103,up_to_100,4_to_7y,4,male_single,guarantor,3,real_estate,29,none,own,2,employed,1,no,no,yes
697,none,12,critical_account,car_new,926,up_to_100,unemployed,1,female_married_separated,none,2,building_society_savings_agreement_or_life_insurance,38,none,own,1,unemployed_non-resident,1,no,yes,yes
698,none,18,critical_account,radio_tv,1800,up_to_100,1_to_4y,4,male_single,none,2,car_other,24,none,own,2,employed,1,no,yes,yes
699,over_200,15,existing_duly_paid,education,1905,up_to_100,over_7y,4,male_single,none,4,car_other,40,none,rent,1,highly_qualified_or_self-employed,1,yes,yes,yes
700,none,12,existing_duly_paid,furniture,1123,500_to_1000,1_to_4y,4,female_married_separated,none,4,car_other,29,none,rent,1,unskilled_resident,1,no,yes,no
701,negative,48,critical_account,car:used,6331,up_to_100,over_7y,4,male_single,none,4,none_unknown,46,none,free,2,employed,1,yes,yes,no
702,over_200,24,existing_duly_paid,radio_tv,1377,100_to_500,over_7y,4,female_married_separated,none,2,none_unknown,47,none,free,1,employed,1,yes,yes,yes
703,0_to_200,30,delayed,business,2503,100_to_500,over_7y,4,male_single,none,2,building_society_savings_agreement_or_life_insurance,41,stores,own,2,employed,1,no,yes,yes
704,0_to_200,27,existing_duly_paid,business,2528,up_to_100,up_to_1y,4,female_married_separated,none,1,building_society_savings_agreement_or_life_insurance,32,none,own,1,employed,2,yes,yes,yes
705,none,15,existing_duly_paid,car_new,5324,500_to_1000,over_7y,1,female_married_separated,none,4,none_unknown,35,none,free,1,employed,1,no,yes,yes
706,0_to_200,48,existing_duly_paid,car_new,6560,100_to_500,4_to_7y,3,male_single,none,2,building_society_savings_agreement_or_life_insurance,24,none,own,1,employed,1,no,yes,no
707,0_to_200,12,none_or_duly_paid,furniture,2969,up_to_100,up_to_1y,4,female_married_separated,none,3,building_society_savings_agreement_or_life_insurance,25,none,rent,2,employed,1,no,yes,no
708,0_to_200,9,existing_duly_paid,radio_tv,1206,up_to_100,over_7y,4,female_married_separated,none,4,real_estate,25,none,own,1,employed,1,no,yes,yes
709,0_to_200,9,existing_duly_paid,radio_tv,2118,up_to_100,1_to_4y,2,male_single,none,2,real_estate,37,none,own,1,unskilled_resident,2,no,yes,yes
710,none,18,critical_account,radio_tv,629,500_to_1000,over_7y,4,male_single,none,3,building_society_savings_agreement_or_life_insurance,32,bank,own,2,highly_qualified_or_self-employed,1,yes,yes,yes
711,negative,6,duly_paid,education,1198,up_to_100,over_7y,4,female_married_separated,none,4,none_unknown,35,none,free,1,employed,1,no,yes,no
712,none,21,existing_duly_paid,car:used,2476,unknown,over_7y,4,male_single,none,4,real_estate,46,none,own,1,highly_qualified_or_self-employed,1,yes,yes,yes
