,checking account,duration in month,credit history,credit purpose,credit amount,savings account,employment since..,installment rate,status : sex,other debtors / guarantors,residence since,property,relationship : age,other installment plans,housing,existing credits,job,people to provide maintenance for,telephone,foreign worker,goodness
767,none,10,existing AND duly paid,car (used),2901,unknown OR no savings account, ... < 1y,1,female : married OR separated OR divorced,none,4,real estate,31,none,rent,1,skilled employed OR official ,1,no,yes,1
768, 0 <= ... <= 200,12,critical account,furniture,3617, ... < 100,7y <= ...,1,male : single,none,4,car OR other,28,none,rent,3,skilled employed OR official ,1,yes,yes,1
769,none,12,critical account,radio OR tv,1655, ... < 100,7y <= ...,2,male : single,none,4,real estate,63,none,own,2,unskilled - resident,1,yes,yes,1
770,negative,24,existing AND duly paid,car (used),2812,unknown OR no savings account,7y <= ...,2,female : married OR separated OR divorced,none,4,real estate,26,none,rent,1,skilled employed OR official ,1,no,yes,1
771,negative,36,critical account,education,8065, ... < 100,1 <= ... < 4y,3,female : married OR separated OR divorced,none,2,none OR unknown,25,none,own,2,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,2
772,none,21,critical account,car (used),3275, ... < 100,7y <= ...,1,male : single,none,4,car OR other,36,none,own,1,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,1
773,none,24,critical account,radio OR tv,2223,100 <= ... < 500,7y <= ...,4,male : single,none,4,society savings agreement OR life insurance,52,bank,own,2,skilled employed OR official ,1,no,yes,1
774,200 < ...,12,critical account,car (new),1480,500 <= ... < 1000,unemployed,2,male : single,none,4,none OR unknown,66,bank,for free,3,unemployed OR unskilled - non-resident,1,no,yes,1
775,negative,24,existing AND duly paid,car (new),1371,unknown OR no savings account,1 <= ... < 4y,4,female : married OR separated OR divorced,none,4,real estate,25,none,rent,1,skilled employed OR official ,1,no,yes,2
776,none,36,critical account,car (new),3535, ... < 100,4 <= ... < 7y,4,male : single,none,4,car OR other,37,none,own,2,skilled employed OR official ,1,yes,yes,1
777,negative,18,existing AND duly paid,radio OR tv,3509, ... < 100,4 <= ... < 7y,4,female : married OR separated OR divorced,guarantor,1,real estate,25,none,own,1,skilled employed OR official ,1,no,yes,1
778,none,36,critical account,car (used),5711,1000 <= ...,7y <= ...,4,male : single,none,2,car OR other,38,none,own,2,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,1
779, 0 <= ... <= 200,18,existing AND duly paid,repairs,3872, ... < 100,unemployed,2,female : married OR separated OR divorced,none,4,car OR other,67,none,own,1,skilled employed OR official ,1,yes,yes,1
780, 0 <= ... <= 200,39,critical account,radio OR tv,4933, ... < 100,4 <= ... < 7y,2,male : single,guarantor,2,real estate,25,none,own,2,skilled employed OR official ,1,no,yes,2
781,none,24,critical account,car (new),1940,1000 <= ...,7y <= ...,4,male : single,none,4,real estate,60,none,own,1,skilled employed OR official ,1,yes,yes,1
782, 0 <= ... <= 200,12,none OR duly paid,retraining,1410, ... < 100,1 <= ... < 4y,2,male : single,none,2,real estate,31,none,own,1,unskilled - resident,1,yes,yes,1
783, 0 <= ... <= 200,12,existing AND duly paid,car (new),836,100 <= ... < 500, ... < 1y,4,female : married OR separated OR divorced,none,2,society savings agreement OR life insurance,23,bank,own,1,unskilled - resident,1,no,yes,2
784, 0 <= ... <= 200,20,existing AND duly paid,car (used),6468,unknown OR no savings account,unemployed,1,male : separated OR divorced,none,4,real estate,60,none,own,1,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,1
785, 0 <= ... <= 200,18,existing AND duly paid,business,1941,1000 <= ...,1 <= ... < 4y,4,male : single,none,2,society savings agreement OR life insurance,35,none,own,1,unskilled - resident,1,yes,yes,1
786,none,22,existing AND duly paid,radio OR tv,2675,500 <= ... < 1000,7y <= ...,3,male : single,none,4,car OR other,40,none,own,1,skilled employed OR official ,1,no,yes,1
787,none,48,critical account,car (used),2751,unknown OR no savings account,7y <= ...,4,male : single,none,3,car OR other,38,none,own,2,skilled employed OR official ,2,yes,yes,1
788, 0 <= ... <= 200,48,delayed,education,6224, ... < 100,7y <= ...,4,male : single,none,4,none OR unknown,50,none,for free,1,skilled employed OR official ,1,no,yes,2
789,negative,40,critical account,education,5998, ... < 100,1 <= ... < 4y,4,male : single,none,3,none OR unknown,27,bank,own,1,skilled employed OR official ,1,yes,yes,2
790, 0 <= ... <= 200,21,existing AND duly paid,business,1188, ... < 100,7y <= ...,2,female : married OR separated OR divorced,none,4,society savings agreement OR life insurance,39,none,own,1,skilled employed OR official ,2,no,yes,2
791,none,24,existing AND duly paid,car (used),6313,unknown OR no savings account,7y <= ...,3,male : single,none,4,car OR other,41,none,own,1,management OR self-employed OR highly qualified employee OR officer,2,yes,yes,1
792,none,6,critical account,furniture,1221,unknown OR no savings account,1 <= ... < 4y,1,male : married,none,2,society savings agreement OR life insurance,27,none,own,2,skilled employed OR official ,1,no,yes,1
793,200 < ...,24,existing AND duly paid,furniture,2892, ... < 100,7y <= ...,3,male : separated OR divorced,none,4,none OR unknown,51,none,for free,1,skilled employed OR official ,1,no,yes,1
794,none,24,existing AND duly paid,furniture,3062,500 <= ... < 1000,7y <= ...,4,male : single,none,3,none OR unknown,32,none,rent,1,skilled employed OR official ,1,yes,yes,1
795,none,9,existing AND duly paid,furniture,2301,100 <= ... < 500, ... < 1y,2,female : married OR separated OR divorced,none,4,society savings agreement OR life insurance,22,none,rent,1,skilled employed OR official ,1,no,yes,1
796,negative,18,existing AND duly paid,car (used),7511,unknown OR no savings account,7y <= ...,1,male : single,none,4,society savings agreement OR life insurance,51,none,for free,1,skilled employed OR official ,2,yes,yes,2
797,none,12,critical account,furniture,1258, ... < 100, ... < 1y,2,female : married OR separated OR divorced,none,4,society savings agreement OR life insurance,22,none,rent,2,unskilled - resident,1,no,yes,1
798,none,24,delayed,car (new),717,unknown OR no savings account,7y <= ...,4,male : married,none,4,car OR other,54,none,own,2,skilled employed OR official ,1,yes,yes,1
799, 0 <= ... <= 200,9,existing AND duly paid,car (new),1549,unknown OR no savings account, ... < 1y,4,male : single,none,2,real estate,35,none,own,1,unemployed OR unskilled - non-resident,1,no,yes,1
800,none,24,critical account,education,1597, ... < 100,7y <= ...,4,male : single,none,4,none OR unknown,54,none,for free,2,skilled employed OR official ,2,no,yes,1
801, 0 <= ... <= 200,18,critical account,radio OR tv,1795, ... < 100,7y <= ...,3,female : married OR separated OR divorced,guarantor,4,real estate,48,bank,rent,2,unskilled - resident,1,yes,yes,1
802,negative,20,critical account,furniture,4272, ... < 100,7y <= ...,1,female : married OR separated OR divorced,none,4,society savings agreement OR life insurance,24,none,own,2,skilled employed OR official ,1,no,yes,1
803,none,12,critical account,radio OR tv,976,unknown OR no savings account,7y <= ...,4,male : single,none,4,car OR other,35,none,own,2,skilled employed OR official ,1,no,yes,1
804, 0 <= ... <= 200,12,existing AND duly paid,car (new),7472,unknown OR no savings account,unemployed,1,female : married OR separated OR divorced,none,2,real estate,24,none,rent,1,unemployed OR unskilled - non-resident,1,no,yes,1
805,negative,36,existing AND duly paid,car (new),9271, ... < 100,4 <= ... < 7y,2,male : single,none,1,car OR other,24,none,own,1,skilled employed OR official ,1,yes,yes,2
806, 0 <= ... <= 200,6,existing AND duly paid,radio OR tv,590, ... < 100, ... < 1y,3,male : married,none,3,real estate,26,none,own,1,unskilled - resident,1,no,no,1
807,none,12,critical account,radio OR tv,930,unknown OR no savings account,7y <= ...,4,male : single,none,4,real estate,65,none,own,4,skilled employed OR official ,1,no,yes,1
808, 0 <= ... <= 200,42,duly paid,car (used),9283, ... < 100,unemployed,1,male : single,none,2,none OR unknown,55,bank,for free,1,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,1
809, 0 <= ... <= 200,15,none OR duly paid,car (new),1778, ... < 100, ... < 1y,2,female : married OR separated OR divorced,none,1,real estate,26,none,rent,2,unemployed OR unskilled - non-resident,1,no,yes,2
810, 0 <= ... <= 200,8,existing AND duly paid,business,907, ... < 100, ... < 1y,3,male : married,none,2,real estate,26,none,own,1,skilled employed OR official ,1,yes,yes,1
811, 0 <= ... <= 200,6,existing AND duly paid,radio OR tv,484, ... < 100,4 <= ... < 7y,3,male : married,guarantor,3,real estate,28,bank,own,1,unskilled - resident,1,no,yes,1
812,negative,36,critical account,car (used),9629, ... < 100,4 <= ... < 7y,4,male : single,none,4,car OR other,24,none,own,2,skilled employed OR official ,1,yes,yes,2
813,negative,48,existing AND duly paid,domestic appliances,3051, ... < 100,1 <= ... < 4y,3,male : single,none,4,car OR other,54,none,own,1,skilled employed OR official ,1,no,yes,2
814,negative,48,existing AND duly paid,car (new),3931, ... < 100,4 <= ... < 7y,4,male : single,none,4,none OR unknown,46,none,for free,1,skilled employed OR official ,2,no,yes,2
815, 0 <= ... <= 200,36,delayed,car (new),7432, ... < 100,1 <= ... < 4y,2,female : married OR separated OR divorced,none,2,society savings agreement OR life insurance,54,none,rent,1,skilled employed OR official ,1,no,yes,1
816,none,6,existing AND duly paid,domestic appliances,1338,500 <= ... < 1000,1 <= ... < 4y,1,male : separated OR divorced,none,4,real estate,62,none,own,1,skilled employed OR official ,1,no,yes,1
817,none,6,critical account,radio OR tv,1554, ... < 100,4 <= ... < 7y,1,female : married OR separated OR divorced,none,2,car OR other,24,none,rent,2,skilled employed OR official ,1,yes,yes,1
818,negative,36,existing AND duly paid,other,15857, ... < 100,unemployed,2,male : separated OR divorced,co-applicant,3,car OR other,43,none,own,1,management OR self-employed OR highly qualified employee OR officer,1,no,yes,1
819,negative,18,existing AND duly paid,radio OR tv,1345, ... < 100,1 <= ... < 4y,4,male : married,none,3,real estate,26,bank,own,1,skilled employed OR official ,1,no,yes,2
820,none,12,existing AND duly paid,car (new),1101, ... < 100,1 <= ... < 4y,3,male : married,none,2,real estate,27,none,own,2,skilled employed OR official ,1,yes,yes,1
821,200 < ...,12,existing AND duly paid,radio OR tv,3016, ... < 100,1 <= ... < 4y,3,male : married,none,1,car OR other,24,none,own,1,skilled employed OR official ,1,no,yes,1
822,negative,36,existing AND duly paid,furniture,2712, ... < 100,7y <= ...,2,male : single,none,2,society savings agreement OR life insurance,41,bank,own,1,skilled employed OR official ,2,no,yes,2
823,negative,8,critical account,car (new),731, ... < 100,7y <= ...,4,male : single,none,4,real estate,47,none,own,2,unskilled - resident,1,no,yes,1
824,none,18,critical account,furniture,3780, ... < 100, ... < 1y,3,male : separated OR divorced,none,2,car OR other,35,none,own,2,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,1
825,negative,21,critical account,car (new),1602, ... < 100,7y <= ...,4,male : married,none,3,car OR other,30,none,own,2,skilled employed OR official ,1,yes,yes,1
826,negative,18,critical account,car (new),3966, ... < 100,7y <= ...,1,female : married OR separated OR divorced,none,4,real estate,33,bank,rent,3,skilled employed OR official ,1,yes,yes,2
827,none,18,none OR duly paid,business,4165, ... < 100,1 <= ... < 4y,2,male : single,none,2,car OR other,36,stores,own,2,skilled employed OR official ,2,no,yes,2
828,negative,36,existing AND duly paid,car (used),8335,unknown OR no savings account,7y <= ...,3,male : single,none,4,none OR unknown,47,none,for free,1,skilled employed OR official ,1,no,yes,2
829, 0 <= ... <= 200,48,delayed,business,6681,unknown OR no savings account,1 <= ... < 4y,4,male : single,none,4,none OR unknown,38,none,for free,1,skilled employed OR official ,2,yes,yes,1
830,none,24,delayed,business,2375,500 <= ... < 1000,1 <= ... < 4y,4,male : single,none,2,car OR other,44,none,own,2,skilled employed OR official ,2,yes,yes,1
831,negative,18,existing AND duly paid,car (new),1216, ... < 100, ... < 1y,4,female : married OR separated OR divorced,none,3,car OR other,23,none,rent,1,skilled employed OR official ,1,yes,yes,2
832,negative,45,none OR duly paid,business,11816, ... < 100,7y <= ...,2,male : single,none,4,car OR other,29,none,rent,2,skilled employed OR official ,1,no,yes,2
833, 0 <= ... <= 200,24,existing AND duly paid,radio OR tv,5084,unknown OR no savings account,7y <= ...,2,female : married OR separated OR divorced,none,4,car OR other,42,none,own,1,skilled employed OR official ,1,yes,yes,1
834,200 < ...,15,existing AND duly paid,radio OR tv,2327, ... < 100, ... < 1y,2,female : married OR separated OR divorced,none,3,real estate,25,none,own,1,unskilled - resident,1,no,yes,2
835,negative,12,none OR duly paid,car (new),1082, ... < 100,1 <= ... < 4y,4,male : single,none,4,car OR other,48,bank,own,2,skilled employed OR official ,1,no,yes,2
836,none,12,existing AND duly paid,radio OR tv,886,unknown OR no savings account,1 <= ... < 4y,4,female : married OR separated OR divorced,none,2,car OR other,21,none,own,1,skilled employed OR official ,1,no,yes,1
837,none,4,existing AND duly paid,furniture,601, ... < 100, ... < 1y,1,female : married OR separated OR divorced,none,3,real estate,23,none,rent,1,unskilled - resident,2,no,yes,1
838,negative,24,critical account,car (used),2957, ... < 100,7y <= ...,4,male : single,none,4,society savings agreement OR life insurance,63,none,own,2,skilled employed OR official ,1,yes,yes,1
839,none,24,critical account,radio OR tv,2611, ... < 100,7y <= ...,4,male : married,co-applicant,3,real estate,46,none,own,2,skilled employed OR official ,1,no,yes,1
840,negative,36,existing AND duly paid,furniture,5179, ... < 100,4 <= ... < 7y,4,male : single,none,2,society savings agreement OR life insurance,29,none,own,1,skilled employed OR official ,1,no,yes,2
841,none,21,delayed,car (used),2993, ... < 100,1 <= ... < 4y,3,male : single,none,2,real estate,28,stores,own,2,unskilled - resident,1,no,yes,1
842,none,18,existing AND duly paid,repairs,1943, ... < 100, ... < 1y,4,female : married OR separated OR divorced,none,4,real estate,23,none,own,1,skilled employed OR official ,1,no,yes,2
843,none,24,duly paid,business,1559, ... < 100,4 <= ... < 7y,4,male : single,none,4,car OR other,50,bank,own,1,skilled employed OR official ,1,yes,yes,1
844,none,18,existing AND duly paid,furniture,3422, ... < 100,7y <= ...,4,male : single,none,4,society savings agreement OR life insurance,47,bank,own,3,skilled employed OR official ,2,yes,yes,1
845, 0 <= ... <= 200,21,existing AND duly paid,furniture,3976,unknown OR no savings account,4 <= ... < 7y,2,male : single,none,3,car OR other,35,none,own,1,skilled employed OR official ,1,yes,yes,1
846,none,18,existing AND duly paid,car (new),6761,unknown OR no savings account,1 <= ... < 4y,2,male : single,none,4,car OR other,68,none,rent,2,skilled employed OR official ,1,no,yes,2
847,none,24,existing AND duly paid,car (new),1249, ... < 100, ... < 1y,4,male : married,none,2,real estate,28,none,own,1,skilled employed OR official ,1,no,yes,1
848,negative,9,existing AND duly paid,radio OR tv,1364, ... < 100,4 <= ... < 7y,3,male : single,none,4,real estate,59,none,own,1,skilled employed OR official ,1,no,yes,1
849,negative,12,existing AND duly paid,radio OR tv,709, ... < 100,7y <= ...,4,male : single,none,4,real estate,57,stores,own,1,unskilled - resident,1,no,yes,2
850,negative,20,critical account,car (new),2235, ... < 100,1 <= ... < 4y,4,male : married,guarantor,2,society savings agreement OR life insurance,33,bank,rent,2,skilled employed OR official ,1,no,no,2
851,none,24,critical account,car (used),4042,unknown OR no savings account,4 <= ... < 7y,3,male : single,none,4,society savings agreement OR life insurance,43,none,own,2,skilled employed OR official ,1,yes,yes,1
852,none,15,critical account,radio OR tv,1471, ... < 100,1 <= ... < 4y,4,male : single,none,4,none OR unknown,35,none,for free,2,skilled employed OR official ,1,yes,yes,1
853,negative,18,duly paid,car (new),1442, ... < 100,4 <= ... < 7y,4,male : single,none,4,none OR unknown,32,none,for free,2,unskilled - resident,2,no,yes,2
854,none,36,delayed,car (new),10875, ... < 100,7y <= ...,2,male : single,none,2,car OR other,45,none,own,2,skilled employed OR official ,2,yes,yes,1
855,none,24,existing AND duly paid,car (new),1474,100 <= ... < 500, ... < 1y,4,male : married,none,3,real estate,33,none,own,1,skilled employed OR official ,1,yes,yes,1
856,none,10,existing AND duly paid,retraining,894,unknown OR no savings account,4 <= ... < 7y,4,female : married OR separated OR divorced,none,3,society savings agreement OR life insurance,40,none,own,1,skilled employed OR official ,1,yes,yes,1
857,none,15,critical account,furniture,3343, ... < 100,1 <= ... < 4y,4,male : single,none,2,none OR unknown,28,none,for free,1,skilled employed OR official ,1,yes,yes,1
858,negative,15,existing AND duly paid,car (new),3959, ... < 100,1 <= ... < 4y,3,female : married OR separated OR divorced,none,2,society savings agreement OR life insurance,29,none,own,1,skilled employed OR official ,1,yes,yes,2
859,none,9,existing AND duly paid,car (new),3577,100 <= ... < 500,1 <= ... < 4y,1,male : single,guarantor,2,real estate,26,none,rent,1,skilled employed OR official ,2,no,no,1
860,none,24,critical account,car (used),5804,1000 <= ...,1 <= ... < 4y,4,male : single,none,2,real estate,27,none,own,2,skilled employed OR official ,1,no,yes,1
861,none,18,delayed,business,2169, ... < 100,1 <= ... < 4y,4,male : married,none,2,car OR other,28,none,own,1,skilled employed OR official ,1,yes,yes,2
862,negative,24,existing AND duly paid,radio OR tv,2439, ... < 100, ... < 1y,4,female : married OR separated OR divorced,none,4,real estate,35,none,own,1,skilled employed OR official ,1,yes,yes,2
863,none,27,critical account,furniture,4526,1000 <= ..., ... < 1y,4,male : single,none,2,real estate,32,stores,own,2,unskilled - resident,2,yes,yes,1
864,none,10,existing AND duly paid,furniture,2210, ... < 100,1 <= ... < 4y,2,male : single,none,2,real estate,25,bank,rent,1,unskilled - resident,1,no,yes,2
865,none,15,existing AND duly paid,furniture,2221,500 <= ... < 1000,1 <= ... < 4y,2,female : married OR separated OR divorced,none,4,car OR other,20,none,rent,1,skilled employed OR official ,1,no,yes,1
866,negative,18,existing AND duly paid,radio OR tv,2389, ... < 100, ... < 1y,4,female : married OR separated OR divorced,none,1,car OR other,27,stores,own,1,skilled employed OR official ,1,no,yes,1
867,none,12,critical account,furniture,3331, ... < 100,7y <= ...,2,male : single,none,4,society savings agreement OR life insurance,42,stores,own,1,skilled employed OR official ,1,no,yes,1
868,none,36,existing AND duly paid,business,7409,unknown OR no savings account,7y <= ...,3,male : single,none,2,society savings agreement OR life insurance,37,none,own,2,skilled employed OR official ,1,no,yes,1
869,negative,12,existing AND duly paid,furniture,652, ... < 100,7y <= ...,4,female : married OR separated OR divorced,none,4,society savings agreement OR life insurance,24,none,rent,1,skilled employed OR official ,1,no,yes,1
870,none,36,delayed,furniture,7678,500 <= ... < 1000,4 <= ... < 7y,2,female : married OR separated OR divorced,none,4,car OR other,40,none,own,2,skilled employed OR official ,1,yes,yes,1
871,200 < ...,6,critical account,car (new),1343, ... < 100,7y <= ...,1,male : single,none,4,real estate,46,none,own,2,skilled employed OR official ,2,no,no,1
872,negative,24,critical account,business,1382,100 <= ... < 500,4 <= ... < 7y,4,male : single,none,1,real estate,26,none,own,2,skilled employed OR official ,1,yes,yes,1
873,none,15,existing AND duly paid,domestic appliances,874,unknown OR no savings account, ... < 1y,4,female : married OR separated OR divorced,none,1,real estate,24,none,own,1,skilled employed OR official ,1,no,yes,1
874,negative,12,existing AND duly paid,furniture,3590, ... < 100,1 <= ... < 4y,2,male : single,co-applicant,2,society savings agreement OR life insurance,29,none,own,1,unskilled - resident,2,no,yes,1
875, 0 <= ... <= 200,11,critical account,car (new),1322,1000 <= ...,1 <= ... < 4y,4,female : married OR separated OR divorced,none,4,car OR other,40,none,own,2,skilled employed OR official ,1,no,yes,1
876,negative,18,duly paid,radio OR tv,1940, ... < 100, ... < 1y,3,male : single,co-applicant,4,none OR unknown,36,bank,for free,1,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,1
877,none,36,existing AND duly paid,radio OR tv,3595, ... < 100,7y <= ...,4,male : single,none,2,car OR other,28,none,own,1,skilled employed OR official ,1,no,yes,1
878,negative,9,existing AND duly paid,car (new),1422, ... < 100, ... < 1y,3,male : single,none,2,none OR unknown,27,none,for free,1,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,2
879,none,30,critical account,radio OR tv,6742,unknown OR no savings account,4 <= ... < 7y,2,male : single,none,3,society savings agreement OR life insurance,36,none,own,2,skilled employed OR official ,1,no,yes,1
880,none,24,existing AND duly paid,car (used),7814, ... < 100,4 <= ... < 7y,3,male : single,none,3,car OR other,38,none,own,1,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,1
881,none,24,existing AND duly paid,car (used),9277,unknown OR no savings account,1 <= ... < 4y,2,male : separated OR divorced,none,4,none OR unknown,48,none,for free,1,skilled employed OR official ,1,yes,yes,1
882, 0 <= ... <= 200,30,critical account,car (new),2181,unknown OR no savings account,7y <= ...,4,male : single,none,4,real estate,36,none,own,2,skilled employed OR official ,1,no,yes,1
883,none,18,critical account,radio OR tv,1098, ... < 100,unemployed,4,female : married OR separated OR divorced,none,4,car OR other,65,none,own,2,unemployed OR unskilled - non-resident,1,no,yes,1
884, 0 <= ... <= 200,24,existing AND duly paid,furniture,4057, ... < 100,4 <= ... < 7y,3,male : separated OR divorced,none,3,car OR other,43,none,own,1,skilled employed OR official ,1,yes,yes,2
885,negative,12,existing AND duly paid,education,795, ... < 100, ... < 1y,4,female : married OR separated OR divorced,none,4,society savings agreement OR life insurance,53,none,own,1,skilled employed OR official ,1,no,yes,2
886, 0 <= ... <= 200,24,critical account,business,2825,unknown OR no savings account,4 <= ... < 7y,4,male : single,none,3,none OR unknown,34,none,own,2,skilled employed OR official ,2,yes,yes,1
887, 0 <= ... <= 200,48,existing AND duly paid,business,15672, ... < 100,1 <= ... < 4y,2,male : single,none,2,car OR other,23,none,own,1,skilled employed OR official ,1,yes,yes,2
888,none,36,critical account,car (new),6614, ... < 100,7y <= ...,4,male : single,none,4,car OR other,34,none,own,2,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,1
889,none,28,duly paid,car (used),7824,unknown OR no savings account, ... < 1y,3,male : single,guarantor,4,real estate,40,bank,rent,2,skilled employed OR official ,2,yes,yes,1
890,negative,27,critical account,business,2442, ... < 100,7y <= ...,4,male : single,none,4,car OR other,43,stores,own,4,management OR self-employed OR highly qualified employee OR officer,2,yes,yes,1
891,none,15,critical account,radio OR tv,1829, ... < 100,7y <= ...,4,male : single,none,4,car OR other,46,none,own,2,skilled employed OR official ,1,yes,yes,1
892,negative,12,critical account,car (new),2171, ... < 100,1 <= ... < 4y,4,male : single,none,4,society savings agreement OR life insurance,38,bank,own,2,unskilled - resident,1,no,no,1
893, 0 <= ... <= 200,36,critical account,car (used),5800, ... < 100,1 <= ... < 4y,3,male : single,none,4,car OR other,34,none,own,2,skilled employed OR official ,1,yes,yes,1
894,none,18,critical account,radio OR tv,1169,unknown OR no savings account,1 <= ... < 4y,4,male : single,none,3,society savings agreement OR life insurance,29,none,own,2,skilled employed OR official ,1,yes,yes,1
895,none,36,delayed,car (used),8947,unknown OR no savings account,4 <= ... < 7y,3,male : single,none,2,car OR other,31,stores,own,1,management OR self-employed OR highly qualified employee OR officer,2,yes,yes,1
896,negative,21,existing AND duly paid,radio OR tv,2606, ... < 100, ... < 1y,4,female : married OR separated OR divorced,none,4,society savings agreement OR life insurance,28,none,rent,1,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,1
897,none,12,critical account,furniture,1592,1000 <= ...,4 <= ... < 7y,3,female : married OR separated OR divorced,none,2,society savings agreement OR life insurance,35,none,own,1,skilled employed OR official ,1,no,no,1
898,none,15,existing AND duly paid,furniture,2186,unknown OR no savings account,4 <= ... < 7y,1,female : married OR separated OR divorced,none,4,real estate,33,bank,rent,1,unskilled - resident,1,no,yes,1
899,negative,18,existing AND duly paid,furniture,4153, ... < 100,1 <= ... < 4y,2,male : single,co-applicant,3,car OR other,42,none,own,1,skilled employed OR official ,1,no,yes,2
900,negative,16,critical account,car (new),2625, ... < 100,7y <= ...,2,male : single,guarantor,4,society savings agreement OR life insurance,43,bank,rent,1,skilled employed OR official ,1,yes,yes,2
901,none,20,critical account,car (new),3485,unknown OR no savings account, ... < 1y,2,male : separated OR divorced,none,4,real estate,44,none,own,2,skilled employed OR official ,1,yes,yes,1
902,none,36,critical account,car (used),10477,unknown OR no savings account,7y <= ...,2,male : single,none,4,none OR unknown,42,none,for free,2,skilled employed OR official ,1,no,yes,1
903,none,15,existing AND duly paid,radio OR tv,1386,unknown OR no savings account,1 <= ... < 4y,4,male : married,none,2,real estate,40,none,rent,1,skilled employed OR official ,1,yes,yes,1
904,none,24,existing AND duly paid,radio OR tv,1278, ... < 100,7y <= ...,4,male : single,none,1,real estate,36,none,own,1,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,1
905,negative,12,existing AND duly paid,radio OR tv,1107, ... < 100,1 <= ... < 4y,2,male : single,none,2,real estate,20,none,rent,1,management OR self-employed OR highly qualified employee OR officer,2,yes,yes,1
906,negative,21,existing AND duly paid,car (new),3763,unknown OR no savings account,4 <= ... < 7y,2,male : single,co-applicant,2,real estate,24,none,own,1,unskilled - resident,1,no,no,1
907, 0 <= ... <= 200,36,existing AND duly paid,education,3711,unknown OR no savings account,1 <= ... < 4y,2,male : married,none,2,car OR other,27,none,own,1,skilled employed OR official ,1,no,yes,1
908,none,15,delayed,car (used),3594, ... < 100, ... < 1y,1,female : married OR separated OR divorced,none,2,society savings agreement OR life insurance,46,none,own,2,unskilled - resident,1,no,yes,1
909, 0 <= ... <= 200,9,existing AND duly paid,car (new),3195,unknown OR no savings account,1 <= ... < 4y,1,female : married OR separated OR divorced,none,2,real estate,33,none,own,1,unskilled - resident,1,no,yes,1
910,none,36,delayed,radio OR tv,4454, ... < 100,1 <= ... < 4y,4,female : married OR separated OR divorced,none,4,real estate,34,none,own,2,skilled employed OR official ,1,no,yes,1
911, 0 <= ... <= 200,24,critical account,furniture,4736, ... < 100, ... < 1y,2,female : married OR separated OR divorced,none,4,car OR other,25,bank,own,1,unskilled - resident,1,no,yes,2
912, 0 <= ... <= 200,30,existing AND duly paid,radio OR tv,2991,unknown OR no savings account,7y <= ...,2,female : married OR separated OR divorced,none,4,car OR other,25,none,own,1,skilled employed OR official ,1,no,yes,1
913,none,11,existing AND duly paid,business,2142,1000 <= ...,7y <= ...,1,male : separated OR divorced,none,2,real estate,28,none,own,1,skilled employed OR official ,1,yes,yes,1
914,negative,24,duly paid,business,3161, ... < 100,1 <= ... < 4y,4,male : single,none,2,society savings agreement OR life insurance,31,none,rent,1,skilled employed OR official ,1,yes,yes,2
915, 0 <= ... <= 200,48,none OR duly paid,other,18424, ... < 100,1 <= ... < 4y,1,female : married OR separated OR divorced,none,2,society savings agreement OR life insurance,32,bank,own,1,management OR self-employed OR highly qualified employee OR officer,1,yes,no,2
916,none,10,existing AND duly paid,car (used),2848,100 <= ... < 500,1 <= ... < 4y,1,male : single,co-applicant,2,real estate,32,none,own,1,skilled employed OR official ,2,no,yes,1
917,negative,6,existing AND duly paid,car (new),14896, ... < 100,7y <= ...,1,male : single,none,4,none OR unknown,68,bank,own,1,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,2
918,negative,24,existing AND duly paid,furniture,2359,100 <= ... < 500,unemployed,1,male : separated OR divorced,none,1,society savings agreement OR life insurance,33,none,own,1,skilled employed OR official ,1,no,yes,2
919,negative,24,existing AND duly paid,furniture,3345, ... < 100,7y <= ...,4,male : single,none,2,society savings agreement OR life insurance,39,none,rent,1,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,2
920,none,18,critical account,furniture,1817, ... < 100,1 <= ... < 4y,4,female : married OR separated OR divorced,none,2,none OR unknown,28,none,own,2,skilled employed OR official ,1,no,yes,1
921,none,48,delayed,radio OR tv,12749,500 <= ... < 1000,4 <= ... < 7y,4,male : single,none,1,car OR other,37,none,own,1,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,1
922,negative,9,existing AND duly paid,radio OR tv,1366, ... < 100, ... < 1y,3,female : married OR separated OR divorced,none,4,society savings agreement OR life insurance,22,none,rent,1,skilled employed OR official ,1,no,yes,2
923, 0 <= ... <= 200,12,existing AND duly paid,car (new),2002, ... < 100,4 <= ... < 7y,3,male : single,none,4,society savings agreement OR life insurance,30,none,rent,1,skilled employed OR official ,2,yes,yes,1
